"","gains_losses","value","flux","case","city","app","case_graph","gains","exchange","sum","per"
"828","west_extwalls_swlights_gain",6365.53273566987,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","west_extwalls",1321070.70317993,0.0048
"829","east_extwalls_swlights_gain",1624.43126370013,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","east_extwalls",363147.006947121,0.0045
"830","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","roof",-1983272.28259038,0
"831","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","floor",-2317872.0384792,0
"832","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","intwalls",-1855567.04808923,0
"833","south_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","south_extwalls",-844918.878503194,0
"834","north_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","north_extwalls",-367494.249720639,0
"835","west_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","west_extwalls",-1321070.1387122,0
"836","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","east_extwalls",-363149.933374238,0
"837","none_roof_lwinternal_gain",53370.1394467291,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","roof",1983272.77857167,0.0269
"838","none_floor_lwinternal_gain",53370.1394467291,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","floor",2317872.82485135,0.023
"839","none_intwalls_lwinternal_gain",62016.0193490734,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","intwalls",1855568.14860162,0.0334
"840","south_extwalls_lwinternal_gain",18288.4992000099,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","south_extwalls",844918.688044317,0.0216
"841","north_extwalls_lwinternal_gain",8343.52067547775,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","north_extwalls",367492.700296472,0.0227
"842","west_extwalls_lwinternal_gain",25797.6678079399,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","west_extwalls",1321070.70317993,0.0195
"843","east_extwalls_lwinternal_gain",7160.48416179061,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","east_extwalls",363147.006947121,0.0197
"844","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","roof",-1983272.28259038,0
"845","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","floor",-2317872.0384792,0
"846","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","intwalls",-1855567.04808923,0
"847","south_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","south_extwalls",-844918.878503194,0
"848","north_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","north_extwalls",-367494.249720639,0
"849","west_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","west_extwalls",-1321070.1387122,0
"850","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","east_extwalls",-363149.933374238,0
"851","none_roof_lwsurfaces_gain",83065.9791300846,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","roof",1983272.77857167,0.0419
"852","none_floor_lwsurfaces_gain",746987.141411022,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","floor",2317872.82485135,0.3223
"853","none_intwalls_lwsurfaces_gain",439197.383650073,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","intwalls",1855568.14860162,0.2367
"854","south_extwalls_lwsurfaces_gain",507292.637633339,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","south_extwalls",844918.688044317,0.6004
"855","north_extwalls_lwsurfaces_gain",216901.175060042,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","north_extwalls",367492.700296472,0.5902
"856","west_extwalls_lwsurfaces_gain",546571.907204609,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","west_extwalls",1321070.70317993,0.4137
"857","east_extwalls_lwsurfaces_gain",146577.815467671,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","east_extwalls",363147.006947121,0.4036
"858","none_roof_lwsurfaces_loss",-1380768.38880926,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","roof",-1983272.28259038,0.6962
"859","none_floor_lwsurfaces_loss",-774818.844222785,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","floor",-2317872.0384792,0.3343
"860","none_intwalls_lwsurfaces_loss",-471513.827046777,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","intwalls",-1855567.04808923,0.2541
"861","south_extwalls_lwsurfaces_loss",-122532.935883895,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","south_extwalls",-844918.878503194,0.145
"862","north_extwalls_lwsurfaces_loss",-52670.6636592464,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","north_extwalls",-367494.249720639,0.1433
"863","west_extwalls_lwsurfaces_loss",-314029.665782162,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","west_extwalls",-1321070.1387122,0.2377
"864","east_extwalls_lwsurfaces_loss",-128399.533025801,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","east_extwalls",-363149.933374238,0.3536
"865","none_roof_convection_gain",50037.1181960983,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",756550.090774256,0.0661
"866","none_floor_convection_gain",59487.8964337081,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",820853.620973699,0.0725
"867","none_intwalls_convection_gain",55845.6140192537,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",981109.169530605,0.0569
"868","south_extwalls_convection_gain",97848.3393715724,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",504245.77489895,0.194
"869","east_extwalls_convection_gain",88371.4847631774,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1100347.24509139,0.0803
"870","none_roof_convection_loss",-102563.458088014,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-756551.086672868,0.1356
"871","none_floor_convection_loss",-96094.0755610322,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-820855.030645012,0.1171
"872","none_intwalls_convection_loss",-167616.157080935,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-981110.934664419,0.1708
"873","south_extwalls_convection_loss",-17785.4587874613,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-504246.714390986,0.0353
"874","east_extwalls_convection_loss",-204320.022875519,"convection","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1100350.03667934,0.1857
"875","none_roof_conduction_gain",488565.936482035,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",756550.090774256,0.6458
"876","none_floor_conduction_gain",229714.064650193,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",820853.620973699,0.2798
"877","none_intwalls_conduction_gain",476280.048218697,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",981109.169530605,0.4855
"878","south_extwalls_conduction_gain",3782.6204861578,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",504245.77489895,0.0075
"879","east_extwalls_conduction_gain",624337.172177528,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1100347.24509139,0.5674
"880","none_roof_conduction_loss",-207679.047127909,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-756551.086672868,0.2745
"881","none_floor_conduction_loss",-518628.842117507,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-820855.030645012,0.6318
"882","none_intwalls_conduction_loss",-401352.027398619,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-981110.934664419,0.4091
"883","south_extwalls_conduction_loss",-484574.783176828,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-504246.714390986,0.961
"884","east_extwalls_conduction_loss",-377483.858554597,"conduction","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1100350.03667934,0.3431
"885","none_roof_solarrad_gain",81565.4781792553,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",756550.090774256,0.1078
"886","none_floor_solarrad_gain",81973.4664719086,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",820853.620973699,0.0999
"887","none_intwalls_solarrad_gain",141827.576511116,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",981109.169530605,0.1446
"888","south_extwalls_solarrad_gain",24024.5329358033,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",504245.77489895,0.0476
"889","east_extwalls_solarrad_gain",86086.1937995462,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1100347.24509139,0.0782
"890","none_roof_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-756551.086672868,0
"891","none_floor_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-820855.030645012,0
"892","none_intwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-981110.934664419,0
"893","south_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-504246.714390986,0
"894","east_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1100350.03667934,0
"895","none_roof_swlights_gain",2590.52916371877,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",756550.090774256,0.0034
"896","none_floor_swlights_gain",2590.52916371877,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",820853.620973699,0.0032
"897","none_intwalls_swlights_gain",4368.67503203347,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",981109.169530605,0.0045
"898","south_extwalls_swlights_gain",1724.53337123817,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",504245.77489895,0.0034
"899","east_extwalls_swlights_gain",2741.80093970235,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1100347.24509139,0.0025
"900","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-756551.086672868,0
"901","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-820855.030645012,0
"902","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-981110.934664419,0
"903","south_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-504246.714390986,0
"904","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1100350.03667934,0
"905","none_roof_lwinternal_gain",32532.3761532706,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",756550.090774256,0.043
"906","none_floor_lwinternal_gain",32532.3761532706,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",820853.620973699,0.0396
"907","none_intwalls_lwinternal_gain",54862.6826611335,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",981109.169530605,0.0559
"908","south_extwalls_lwinternal_gain",18669.8536171455,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",504245.77489895,0.037
"909","east_extwalls_lwinternal_gain",29682.8249573637,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1100347.24509139,0.027
"910","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-756551.086672868,0
"911","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-820855.030645012,0
"912","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-981110.934664419,0
"913","south_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-504246.714390986,0
"914","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1100350.03667934,0
"915","none_roof_lwsurfaces_gain",101258.652599878,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",756550.090774256,0.1338
"916","none_floor_lwsurfaces_gain",414555.2881009,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",820853.620973699,0.505
"917","none_intwalls_lwsurfaces_gain",247924.573088371,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",981109.169530605,0.2527
"918","south_extwalls_lwsurfaces_gain",358195.895117033,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",504245.77489895,0.7104
"919","east_extwalls_lwsurfaces_gain",269127.768454076,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1100347.24509139,0.2446
"920","none_roof_lwsurfaces_loss",-446308.581456945,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-756551.086672868,0.5899
"921","none_floor_lwsurfaces_loss",-206132.112966473,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-820855.030645012,0.2511
"922","none_intwalls_lwsurfaces_loss",-412142.750184865,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-981110.934664419,0.4201
"923","south_extwalls_lwsurfaces_loss",-1886.47242669703,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-504246.714390986,0.0037
"924","east_extwalls_lwsurfaces_loss",-518546.155249224,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1100350.03667934,0.4713
"925","none_roof_convection_gain",63479.2545793003,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",780647.46661186,0.0813
"926","none_floor_convection_gain",60930.9739062447,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",830306.641584311,0.0734
"927","none_intwalls_convection_gain",73156.093873565,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",1005982.27920208,0.0727
"928","south_extwalls_convection_gain",97041.6106709319,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",500803.122921107,0.1938
"929","east_extwalls_convection_gain",82848.532510159,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1085338.66213092,0.0763
"930","none_roof_convection_loss",-110516.094341082,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-780648.266889375,0.1416
"931","none_floor_convection_loss",-101593.737601123,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-830307.772128909,0.1224
"932","none_intwalls_convection_loss",-189781.874156913,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-1005983.57594362,0.1887
"933","south_extwalls_convection_loss",-18252.2204993435,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-500803.934964408,0.0364
"934","east_extwalls_convection_loss",-194337.968466758,"convection","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1085341.24200528,0.1791
"935","none_roof_conduction_gain",502197.730412809,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",780647.46661186,0.6433
"936","none_floor_conduction_gain",232027.997783621,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",830306.641584311,0.2794
"937","none_intwalls_conduction_gain",481665.780307497,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",1005982.27920208,0.4788
"938","south_extwalls_conduction_gain",3854.58699092421,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",500803.122921107,0.0077
"939","east_extwalls_conduction_gain",618099.091408783,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1085338.66213092,0.5695
"940","none_roof_conduction_loss",-219270.024007331,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-780648.266889375,0.2809
"941","none_floor_conduction_loss",-522882.381142839,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-830307.772128909,0.6297
"942","none_intwalls_conduction_loss",-416098.286168794,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-1005983.57594362,0.4136
"943","south_extwalls_conduction_loss",-480639.271446021,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-500803.934964408,0.9597
"944","east_extwalls_conduction_loss",-367928.259101367,"conduction","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1085341.24200528,0.339
"945","none_roof_solarrad_gain",81565.4781792553,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",780647.46661186,0.1045
"946","none_floor_solarrad_gain",81973.4664719086,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",830306.641584311,0.0987
"947","none_intwalls_solarrad_gain",141827.576511116,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",1005982.27920208,0.141
"948","south_extwalls_solarrad_gain",24024.5329358033,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",500803.122921107,0.048
"949","east_extwalls_solarrad_gain",86086.1937995462,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1085338.66213092,0.0793
"950","none_roof_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-780648.266889375,0
"951","none_floor_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-830307.772128909,0
"952","none_intwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-1005983.57594362,0
"953","south_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-500803.934964408,0
"954","east_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1085341.24200528,0
"955","none_roof_swlights_gain",2590.52916371877,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",780647.46661186,0.0033
"956","none_floor_swlights_gain",2590.52916371877,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",830306.641584311,0.0031
"957","none_intwalls_swlights_gain",4368.67503203347,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",1005982.27920208,0.0043
"958","south_extwalls_swlights_gain",1724.53337123817,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",500803.122921107,0.0034
"959","east_extwalls_swlights_gain",2741.80093970235,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1085338.66213092,0.0025
"960","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-780648.266889375,0
"961","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-830307.772128909,0
"962","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-1005983.57594362,0
"963","south_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-500803.934964408,0
"964","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1085341.24200528,0
"965","none_roof_lwinternal_gain",32818.3855843301,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",780647.46661186,0.042
"966","none_floor_lwinternal_gain",32818.3855843301,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",830306.641584311,0.0395
"967","none_intwalls_lwinternal_gain",55345.0096999082,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",1005982.27920208,0.055
"968","south_extwalls_lwinternal_gain",18833.9902355667,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",500803.122921107,0.0376
"969","east_extwalls_lwinternal_gain",29943.7824674545,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1085338.66213092,0.0276
"970","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",-780648.266889375,0
"971","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",-830307.772128909,0
"972","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",-1005983.57594362,0
"973","south_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",-500803.934964408,0
"974","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",-1085341.24200528,0
"975","none_roof_lwsurfaces_gain",97996.0886924464,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",780647.46661186,0.1255
"976","none_floor_lwsurfaces_gain",419965.288674488,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",830306.641584311,0.5058
"977","none_intwalls_lwsurfaces_gain",249619.143777961,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",1005982.27920208,0.2481
"978","south_extwalls_lwsurfaces_gain",355323.868716643,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",500803.122921107,0.7095
"979","east_extwalls_lwsurfaces_gain",265619.261005278,"lwsurfaces","U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",1085338.66213092,0.2447
