"","gains_losses","value","flux","case","city","app","case_graph","gains","exchange","sum","per"
"464","none_floor_convection_loss",-227867.467917752,"convection","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","floor",-1060499.93416789,0.2149
"465","none_intwalls_convection_loss",-301822.465850429,"convection","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","intwalls",-1225737.55258209,0.2462
"466","north_extwalls_convection_loss",-92594.3831991207,"convection","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","north_extwalls",-846311.656711788,0.1094
"467","west_extwalls_convection_loss",-25966.1975051676,"convection","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","west_extwalls",-223795.571091433,0.116
"468","east_extwalls_convection_loss",-166901.50525678,"convection","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","east_extwalls",-782385.514865526,0.2133
"469","none_roof_conduction_gain",628809.351878679,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","roof",884023.434588031,0.7113
"470","none_floor_conduction_gain",360596.232075423,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","floor",1060499.67563654,0.34
"471","none_intwalls_conduction_gain",492042.577575872,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","intwalls",1225737.48299167,0.4014
"472","north_extwalls_conduction_gain",200240.188961051,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","north_extwalls",846311.484492433,0.2366
"473","west_extwalls_conduction_gain",52007.0743212081,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","west_extwalls",223795.628776277,0.2324
"474","east_extwalls_conduction_gain",440335.262661028,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","east_extwalls",782384.289297559,0.5628
"475","none_roof_conduction_loss",-189468.935211989,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","roof",-884022.941079268,0.2143
"476","none_floor_conduction_loss",-548423.616118553,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","floor",-1060499.93416789,0.5171
"477","none_intwalls_conduction_loss",-588312.680444924,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","intwalls",-1225737.55258209,0.48
"478","north_extwalls_conduction_loss",-601563.258968335,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","north_extwalls",-846311.656711788,0.7108
"479","west_extwalls_conduction_loss",-163770.73628651,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","west_extwalls",-223795.571091433,0.7318
"480","east_extwalls_conduction_loss",-257643.452042981,"conduction","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","east_extwalls",-782385.514865526,0.3293
"481","none_roof_solarrad_gain",161783.228050603,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","roof",884023.434588031,0.183
"482","none_floor_solarrad_gain",333480.611655681,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","floor",1060499.67563654,0.3145
"483","none_intwalls_solarrad_gain",360473.833512018,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","intwalls",1225737.48299167,0.2941
"484","north_extwalls_solarrad_gain",161497.95597359,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","north_extwalls",846311.484492433,0.1908
"485","west_extwalls_solarrad_gain",62972.1251093953,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","west_extwalls",223795.628776277,0.2814
"486","east_extwalls_solarrad_gain",82035.7796511369,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","east_extwalls",782384.289297559,0.1049
"487","none_roof_solarrad_loss",0,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","roof",-884022.941079268,0
"488","none_floor_solarrad_loss",0,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","floor",-1060499.93416789,0
"489","none_intwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","intwalls",-1225737.55258209,0
"490","north_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","north_extwalls",-846311.656711788,0
"491","west_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","west_extwalls",-223795.571091433,0
"492","east_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","east_extwalls",-782385.514865526,0
"493","none_roof_swlights_gain",2371.60320668587,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","roof",884023.434588031,0.0027
"494","none_floor_swlights_gain",2371.60320668587,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","floor",1060499.67563654,0.0022
"495","none_intwalls_swlights_gain",3642.16001604933,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","intwalls",1225737.48299167,0.003
"496","north_extwalls_swlights_gain",2269.85125392377,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","north_extwalls",846311.484492433,0.0027
"497","west_extwalls_swlights_gain",555.036620485008,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","west_extwalls",223795.628776277,0.0025
"498","east_extwalls_swlights_gain",1963.33849335742,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","east_extwalls",782384.289297559,0.0025
"499","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","roof",-884022.941079268,0
"500","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","floor",-1060499.93416789,0
"501","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","intwalls",-1225737.55258209,0
"502","north_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","north_extwalls",-846311.656711788,0
"503","west_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","west_extwalls",-223795.571091433,0
"504","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","east_extwalls",-782385.514865526,0
"505","none_roof_lwinternal_gain",20020.9058523925,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","roof",884023.434588031,0.0226
"506","none_floor_lwinternal_gain",20020.9058523925,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","floor",1060499.67563654,0.0189
"507","none_intwalls_lwinternal_gain",30746.8562089571,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","intwalls",1225737.48299167,0.0251
"508","north_extwalls_lwinternal_gain",16518.8992181456,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","north_extwalls",846311.484492433,0.0195
"509","west_extwalls_lwinternal_gain",4039.29287451005,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","west_extwalls",223795.628776277,0.018
"510","east_extwalls_lwinternal_gain",14288.2449441624,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","east_extwalls",782384.289297559,0.0183
"511","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","roof",-884022.941079268,0
"512","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","floor",-1060499.93416789,0
"513","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","intwalls",-1225737.55258209,0
"514","north_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","north_extwalls",-846311.656711788,0
"515","west_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","west_extwalls",-223795.571091433,0
"516","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","east_extwalls",-782385.514865526,0
"517","none_roof_lwsurfaces_gain",69410.9217914303,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","roof",884023.434588031,0.0785
"518","none_floor_lwsurfaces_gain",327466.434686067,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","floor",1060499.67563654,0.3088
"519","none_intwalls_lwsurfaces_gain",314450.837287205,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","intwalls",1225737.48299167,0.2565
"520","north_extwalls_lwsurfaces_gain",439413.278963359,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","north_extwalls",846311.484492433,0.5192
"521","west_extwalls_lwsurfaces_gain",94867.7337267962,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","west_extwalls",223795.628776277,0.4239
"522","east_extwalls_lwsurfaces_gain",242238.031230418,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","gain","east_extwalls",782384.289297559,0.3096
"523","none_roof_lwsurfaces_loss",-525810.773024999,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","roof",-884022.941079268,0.5948
"524","none_floor_lwsurfaces_loss",-284208.850131584,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","floor",-1060499.93416789,0.268
"525","none_intwalls_lwsurfaces_loss",-335602.406286734,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","intwalls",-1225737.55258209,0.2738
"526","north_extwalls_lwsurfaces_loss",-152154.014544332,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","north_extwalls",-846311.656711788,0.1798
"527","west_extwalls_lwsurfaces_loss",-34058.6372997553,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","west_extwalls",-223795.571091433,0.1522
"528","east_extwalls_lwsurfaces_loss",-357840.557565765,"lwsurfaces","U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM2","Natural Ventilation","loss","east_extwalls",-782385.514865526,0.4574
"529","none_roof_convection_gain",3857.14318990072,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","roof",2951798.25141237,0.0013
"530","none_floor_convection_gain",20426.7761666431,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","floor",2686807.86107342,0.0076
"531","none_intwalls_convection_gain",65287.8223670857,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2377591.50479534,0.0275
"532","south_extwalls_convection_gain",48643.8364349515,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1075316.94855096,0.0452
"533","north_extwalls_convection_gain",20388.817421448,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",448875.970404639,0.0454
"534","west_extwalls_convection_gain",65993.866792934,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1897826.69332626,0.0348
"535","east_extwalls_convection_gain",11448.9747717709,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",459437.899366041,0.0249
"536","none_roof_convection_loss",-1270394.59566925,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","roof",-2951794.8395008,0.4304
"537","none_floor_convection_loss",-1623890.94707454,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","floor",-2686805.02152845,0.6044
"538","none_intwalls_convection_loss",-1663311.50839015,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","intwalls",-2377588.15094916,0.6996
"539","south_extwalls_convection_loss",-555633.030563673,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",-1075316.10679082,0.5167
"540","north_extwalls_convection_loss",-231637.898236989,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",-448876.28561199,0.516
"541","west_extwalls_convection_loss",-968756.286243437,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",-1897825.00668369,0.5105
"542","east_extwalls_convection_loss",-229166.135044714,"convection","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",-459440.021397711,0.4988
"543","none_roof_conduction_gain",2362318.97251711,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","roof",2951798.25141237,0.8003
"544","none_floor_conduction_gain",1255855.54618272,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","floor",2686807.86107342,0.4674
"545","none_intwalls_conduction_gain",1078314.29717874,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2377591.50479534,0.4535
"546","south_extwalls_conduction_gain",505100.089738461,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1075316.94855096,0.4697
"547","north_extwalls_conduction_gain",175187.247629623,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",448875.970404639,0.3903
"548","west_extwalls_conduction_gain",1198298.0805706,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1897826.69332626,0.6314
"549","east_extwalls_conduction_gain",233378.556215947,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",459437.899366041,0.508
"550","none_roof_conduction_loss",-186376.165822806,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","roof",-2951794.8395008,0.0631
"551","none_floor_conduction_loss",-384380.237332335,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","floor",-2686805.02152845,0.1431
"552","none_intwalls_conduction_loss",-536707.757705541,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","intwalls",-2377588.15094916,0.2257
"553","south_extwalls_conduction_loss",-367498.2916824,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",-1075316.10679082,0.3418
"554","north_extwalls_conduction_loss",-165377.520108131,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",-448876.28561199,0.3684
"555","west_extwalls_conduction_loss",-574934.71463785,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",-1897825.00668369,0.3029
"556","east_extwalls_conduction_loss",-90339.2504323026,"conduction","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",-459440.021397711,0.1966
"557","none_roof_solarrad_gain",409296.688847998,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","roof",2951798.25141237,0.1387
"558","none_floor_solarrad_gain",459943.655430877,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","floor",2686807.86107342,0.1712
"559","none_intwalls_solarrad_gain",483900.280252332,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2377591.50479534,0.2035
"560","south_extwalls_solarrad_gain",121734.767309149,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1075316.94855096,0.1132
"561","north_extwalls_solarrad_gain",64236.5174726708,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",448875.970404639,0.1431
"562","west_extwalls_solarrad_gain",208372.996618132,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1897826.69332626,0.1098
"563","east_extwalls_solarrad_gain",69719.240985978,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",459437.899366041,0.1517
"564","none_roof_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","roof",-2951794.8395008,0
"565","none_floor_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","floor",-2686805.02152845,0
"566","none_intwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","intwalls",-2377588.15094916,0
"567","south_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",-1075316.10679082,0
"568","north_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",-448876.28561199,0
"569","west_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",-1897825.00668369,0
"570","east_extwalls_solarrad_loss",0,"solarrad","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",-459440.021397711,0
"571","none_roof_swlights_gain",11352.5822768654,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","roof",2951798.25141237,0.0038
"572","none_floor_swlights_gain",11352.5822768654,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","floor",2686807.86107342,0.0042
"573","none_intwalls_swlights_gain",13191.6830168069,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2377591.50479534,0.0055
"574","south_extwalls_swlights_gain",4512.65754759836,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1075316.94855096,0.0042
"575","north_extwalls_swlights_gain",1916.34360676281,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",448875.970404639,0.0043
"576","west_extwalls_swlights_gain",6365.53273566987,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1897826.69332626,0.0034
"577","east_extwalls_swlights_gain",1624.43126370013,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",459437.899366041,0.0035
"578","none_roof_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","roof",-2951794.8395008,0
"579","none_floor_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","floor",-2686805.02152845,0
"580","none_intwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","intwalls",-2377588.15094916,0
"581","south_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",-1075316.10679082,0
"582","north_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",-448876.28561199,0
"583","west_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",-1897825.00668369,0
"584","east_extwalls_swlights_loss",0,"swlights","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",-459440.021397711,0
"585","none_roof_lwinternal_gain",82827.8322465192,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","roof",2951798.25141237,0.0281
"586","none_floor_lwinternal_gain",82827.8322465192,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","floor",2686807.86107342,0.0308
"587","none_intwalls_lwinternal_gain",96245.812742705,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2377591.50479534,0.0405
"588","south_extwalls_lwinternal_gain",28382.8515248869,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1075316.94855096,0.0264
"589","north_extwalls_lwinternal_gain",12948.7338428941,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",448875.970404639,0.0288
"590","west_extwalls_lwinternal_gain",40036.7119834915,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1897826.69332626,0.0211
"591","east_extwalls_lwinternal_gain",11112.7193427822,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",459437.899366041,0.0242
"592","none_roof_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","roof",-2951794.8395008,0
"593","none_floor_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","floor",-2686805.02152845,0
"594","none_intwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","intwalls",-2377588.15094916,0
"595","south_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",-1075316.10679082,0
"596","north_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",-448876.28561199,0
"597","west_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",-1897825.00668369,0
"598","east_extwalls_lwinternal_loss",0,"lwinternal","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",-459440.021397711,0
"599","none_roof_lwsurfaces_gain",82145.0323339741,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","roof",2951798.25141237,0.0278
"600","none_floor_lwsurfaces_gain",856401.468769799,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","floor",2686807.86107342,0.3187
"601","none_intwalls_lwsurfaces_gain",640651.609237675,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2377591.50479534,0.2695
"602","south_extwalls_lwsurfaces_gain",366942.745995909,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1075316.94855096,0.3412
"603","north_extwalls_lwsurfaces_gain",174198.31043124,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",448875.970404639,0.3881
"604","west_extwalls_lwsurfaces_gain",378759.504625434,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1897826.69332626,0.1996
"605","east_extwalls_lwsurfaces_gain",132153.976785863,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",459437.899366041,0.2876
"606","none_roof_lwsurfaces_loss",-1495024.07800874,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","roof",-2951794.8395008,0.5065
"607","none_floor_lwsurfaces_loss",-678533.837121579,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","floor",-2686805.02152845,0.2525
"608","none_intwalls_lwsurfaces_loss",-177568.884853471,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","intwalls",-2377588.15094916,0.0747
"609","south_extwalls_lwsurfaces_loss",-152184.784544743,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",-1075316.10679082,0.1415
"610","north_extwalls_lwsurfaces_loss",-51860.8672668695,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",-448876.28561199,0.1155
"611","west_extwalls_lwsurfaces_loss",-354134.005802404,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",-1897825.00668369,0.1866
"612","east_extwalls_lwsurfaces_loss",-139934.635920694,"lwsurfaces","U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",-459440.021397711,0.3046
"613","none_roof_convection_gain",4550.60767574908,"convection","U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","roof",2958064.619759,0.0015
"614","none_floor_convection_gain",12447.3457066116,"convection","U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","floor",2683922.44808281,0.0046
"615","none_intwalls_convection_gain",41897.568117652,"convection","U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","intwalls",2356877.08027362,0.0178
"616","south_extwalls_convection_gain",43738.0914632342,"convection","U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",1072485.15754885,0.0408
"617","north_extwalls_convection_gain",19740.2688382248,"convection","U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",449648.489708917,0.0439
"618","west_extwalls_convection_gain",57007.7797075428,"convection","U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",1888316.10338358,0.0302
