"","date_graph","time","month","day","gains_losses","value","flux","case"
"122",2019-10-02 01:00:00,2,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"123",2019-10-02 02:00:00,3,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"124",2019-10-02 03:00:00,4,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"125",2019-10-02 04:00:00,5,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"126",2019-10-02 05:00:00,6,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"127",2019-10-02 06:00:00,7,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"128",2019-10-02 07:00:00,8,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"129",2019-10-02 08:00:00,9,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"130",2019-10-02 09:00:00,10,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"131",2019-10-02 10:00:00,11,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"132",2019-10-02 11:00:00,12,10,2,"none_intwalls_convection_gain",7.60228987895074,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"133",2019-10-02 12:00:00,13,10,2,"none_intwalls_convection_gain",15.2196446766985,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"134",2019-10-02 13:00:00,14,10,2,"none_intwalls_convection_gain",21.6117599635579,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"135",2019-10-02 14:00:00,15,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"136",2019-10-02 15:00:00,16,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"137",2019-10-02 16:00:00,17,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"138",2019-10-02 17:00:00,18,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"139",2019-10-02 18:00:00,19,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"140",2019-10-02 19:00:00,20,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"141",2019-10-02 20:00:00,21,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"142",2019-10-02 21:00:00,22,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"143",2019-10-02 22:00:00,23,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"144",2019-10-02 23:00:00,24,10,2,"none_intwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"145",2019-10-01 00:00:00,1,10,1,"south_extwalls_convection_gain",2.30902396846561,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"146",2019-10-01 01:00:00,2,10,1,"south_extwalls_convection_gain",3.18194530035573,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"147",2019-10-01 02:00:00,3,10,1,"south_extwalls_convection_gain",4.98928455670265,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"148",2019-10-01 03:00:00,4,10,1,"south_extwalls_convection_gain",6.55954473743028,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"149",2019-10-01 04:00:00,5,10,1,"south_extwalls_convection_gain",8.10571811758511,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"150",2019-10-01 05:00:00,6,10,1,"south_extwalls_convection_gain",9.61590651879577,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"151",2019-10-01 06:00:00,7,10,1,"south_extwalls_convection_gain",10.3457461481958,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"152",2019-10-01 07:00:00,8,10,1,"south_extwalls_convection_gain",10.7484906483493,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"153",2019-10-01 08:00:00,9,10,1,"south_extwalls_convection_gain",16.6193133881493,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"154",2019-10-01 09:00:00,10,10,1,"south_extwalls_convection_gain",24.9156415478609,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"155",2019-10-01 10:00:00,11,10,1,"south_extwalls_convection_gain",27.5710718473968,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"156",2019-10-01 11:00:00,12,10,1,"south_extwalls_convection_gain",25.3268013096417,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"157",2019-10-01 12:00:00,13,10,1,"south_extwalls_convection_gain",20.3872261186461,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"158",2019-10-01 13:00:00,14,10,1,"south_extwalls_convection_gain",14.5052076545786,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"159",2019-10-01 14:00:00,15,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"160",2019-10-01 15:00:00,16,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"161",2019-10-01 16:00:00,17,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"162",2019-10-01 17:00:00,18,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"163",2019-10-01 18:00:00,19,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"164",2019-10-01 19:00:00,20,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"165",2019-10-01 20:00:00,21,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"166",2019-10-01 21:00:00,22,10,1,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"167",2019-10-01 22:00:00,23,10,1,"south_extwalls_convection_gain",4.32630244520228,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"168",2019-10-01 23:00:00,24,10,1,"south_extwalls_convection_gain",13.7019401074727,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"169",2019-10-02 00:00:00,1,10,2,"south_extwalls_convection_gain",14.6965704757525,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"170",2019-10-02 01:00:00,2,10,2,"south_extwalls_convection_gain",17.4896107806432,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"171",2019-10-02 02:00:00,3,10,2,"south_extwalls_convection_gain",19.4934242461018,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"172",2019-10-02 03:00:00,4,10,2,"south_extwalls_convection_gain",20.6610825020535,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"173",2019-10-02 04:00:00,5,10,2,"south_extwalls_convection_gain",21.8512390701404,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"174",2019-10-02 05:00:00,6,10,2,"south_extwalls_convection_gain",22.1771920897303,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"175",2019-10-02 06:00:00,7,10,2,"south_extwalls_convection_gain",21.4273128114556,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"176",2019-10-02 07:00:00,8,10,2,"south_extwalls_convection_gain",20.2003951511569,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"177",2019-10-02 08:00:00,9,10,2,"south_extwalls_convection_gain",18.6051821269291,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"178",2019-10-02 09:00:00,10,10,2,"south_extwalls_convection_gain",15.4127878540475,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"179",2019-10-02 10:00:00,11,10,2,"south_extwalls_convection_gain",12.7250369020863,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"180",2019-10-02 11:00:00,12,10,2,"south_extwalls_convection_gain",9.75244106251987,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"181",2019-10-02 12:00:00,13,10,2,"south_extwalls_convection_gain",5.88727894328267,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"182",2019-10-02 13:00:00,14,10,2,"south_extwalls_convection_gain",2.81799448912482,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"183",2019-10-02 14:00:00,15,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"184",2019-10-02 15:00:00,16,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"185",2019-10-02 16:00:00,17,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"186",2019-10-02 17:00:00,18,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"187",2019-10-02 18:00:00,19,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"188",2019-10-02 19:00:00,20,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"189",2019-10-02 20:00:00,21,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"190",2019-10-02 21:00:00,22,10,2,"south_extwalls_convection_gain",0,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"191",2019-10-02 22:00:00,23,10,2,"south_extwalls_convection_gain",15.7690081805299,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"192",2019-10-02 23:00:00,24,10,2,"south_extwalls_convection_gain",20.1409451151248,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"193",2019-10-01 00:00:00,1,10,1,"north_extwalls_convection_gain",2.35104838301684,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"194",2019-10-01 01:00:00,2,10,1,"north_extwalls_convection_gain",3.16849906090431,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"195",2019-10-01 02:00:00,3,10,1,"north_extwalls_convection_gain",4.14857953953723,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"196",2019-10-01 03:00:00,4,10,1,"north_extwalls_convection_gain",4.73904221707276,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"197",2019-10-01 04:00:00,5,10,1,"north_extwalls_convection_gain",5.17026320830498,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"198",2019-10-01 05:00:00,6,10,1,"north_extwalls_convection_gain",5.34436516082878,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"199",2019-10-01 06:00:00,7,10,1,"north_extwalls_convection_gain",4.61983477487202,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"200",2019-10-01 07:00:00,8,10,1,"north_extwalls_convection_gain",3.40915745499958,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"201",2019-10-01 08:00:00,9,10,1,"north_extwalls_convection_gain",4.19868601343646,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"202",2019-10-01 09:00:00,10,10,1,"north_extwalls_convection_gain",4.26731518007275,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
"203",2019-10-01 10:00:00,11,10,1,"north_extwalls_convection_gain",0.226157960715555,"Convection","U001_Caso01_1a7_ac_in1_1.csv"
