"","month","gains_losses","value","flux","case"
"916",11,"west_extwalls_lwsurfaces_gain",35841.5751327963,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"917",11,"east_extwalls_lwsurfaces_gain",9030.54800318047,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"918",12,"none_roof_lwsurfaces_gain",4550.34600319238,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"919",12,"none_floor_lwsurfaces_gain",92593.2973166671,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"920",12,"none_intwalls_lwsurfaces_gain",36068.0261062494,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"921",12,"south_extwalls_lwsurfaces_gain",22777.6510069781,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"922",12,"north_extwalls_lwsurfaces_gain",16058.0881577172,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"923",12,"west_extwalls_lwsurfaces_gain",35823.228658395,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"924",12,"east_extwalls_lwsurfaces_gain",8642.84870033638,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"925",1,"none_roof_lwsurfaces_loss",-133202.813815442,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"926",1,"none_floor_lwsurfaces_loss",-30045.0256081608,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"927",1,"none_intwalls_lwsurfaces_loss",-33185.7787859156,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"928",1,"south_extwalls_lwsurfaces_loss",-2294.33744067136,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"929",1,"north_extwalls_lwsurfaces_loss",-778.172589432193,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"930",1,"west_extwalls_lwsurfaces_loss",-28877.7086235105,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"931",1,"east_extwalls_lwsurfaces_loss",-13061.7571948326,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"932",2,"none_roof_lwsurfaces_loss",-125012.033536007,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"933",2,"none_floor_lwsurfaces_loss",-27072.1580018735,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"934",2,"none_intwalls_lwsurfaces_loss",-33778.1289101996,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"935",2,"south_extwalls_lwsurfaces_loss",-434.480592230225,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"936",2,"north_extwalls_lwsurfaces_loss",-3532.95971592716,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"937",2,"west_extwalls_lwsurfaces_loss",-28457.7322060441,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"938",2,"east_extwalls_lwsurfaces_loss",-13241.0839729963,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"939",3,"none_roof_lwsurfaces_loss",-112895.467975943,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"940",3,"none_floor_lwsurfaces_loss",-47591.1500421886,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"941",3,"none_intwalls_lwsurfaces_loss",-41842.2308595875,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"942",3,"south_extwalls_lwsurfaces_loss",-0.68097555847335,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"943",3,"north_extwalls_lwsurfaces_loss",-9059.52374567884,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"944",3,"west_extwalls_lwsurfaces_loss",-28651.5823776079,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"945",3,"east_extwalls_lwsurfaces_loss",-9022.3752870825,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"946",4,"none_roof_lwsurfaces_loss",-74806.6165466558,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"947",4,"none_floor_lwsurfaces_loss",-57135.3736037721,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"948",4,"none_intwalls_lwsurfaces_loss",-50242.4426364761,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"949",4,"south_extwalls_lwsurfaces_loss",-26.8840413307081,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"950",4,"north_extwalls_lwsurfaces_loss",-14830.2529229161,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"951",4,"west_extwalls_lwsurfaces_loss",-24886.6026526126,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"952",4,"east_extwalls_lwsurfaces_loss",-3278.74915253785,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"953",5,"none_roof_lwsurfaces_loss",-41543.088249646,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"954",5,"none_floor_lwsurfaces_loss",-76430.8775814368,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"955",5,"none_intwalls_lwsurfaces_loss",-61023.7079149084,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"956",5,"south_extwalls_lwsurfaces_loss",-0.62019203852856,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"957",5,"north_extwalls_lwsurfaces_loss",-20344.2855597873,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"958",5,"west_extwalls_lwsurfaces_loss",-19577.8703765434,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"959",5,"east_extwalls_lwsurfaces_loss",-668.428717656638,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"960",6,"none_roof_lwsurfaces_loss",-26047.0132503848,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"961",6,"none_floor_lwsurfaces_loss",-69565.6880155388,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"962",6,"none_intwalls_lwsurfaces_loss",-64068.9114833184,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"963",6,"south_extwalls_lwsurfaces_loss",0,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"964",6,"north_extwalls_lwsurfaces_loss",-23323.3322404409,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"965",6,"west_extwalls_lwsurfaces_loss",-23478.1786994592,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"966",6,"east_extwalls_lwsurfaces_loss",-765.797778440553,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"967",7,"none_roof_lwsurfaces_loss",-30470.2420523551,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"968",7,"none_floor_lwsurfaces_loss",-67083.0561122501,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"969",7,"none_intwalls_lwsurfaces_loss",-75851.5927565898,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"970",7,"south_extwalls_lwsurfaces_loss",-5.17826230100737,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"971",7,"north_extwalls_lwsurfaces_loss",-26024.4736016595,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"972",7,"west_extwalls_lwsurfaces_loss",-26597.5807632166,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"973",7,"east_extwalls_lwsurfaces_loss",-1024.51642044686,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"974",8,"none_roof_lwsurfaces_loss",-54743.0871334589,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"975",8,"none_floor_lwsurfaces_loss",-70521.3618938428,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"976",8,"none_intwalls_lwsurfaces_loss",-72073.4514987755,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"977",8,"south_extwalls_lwsurfaces_loss",-46.1711664028083,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"978",8,"north_extwalls_lwsurfaces_loss",-22133.9715487703,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"979",8,"west_extwalls_lwsurfaces_loss",-33001.9100785151,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"980",8,"east_extwalls_lwsurfaces_loss",-2114.38261763106,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"981",9,"none_roof_lwsurfaces_loss",-92176.4025709757,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"982",9,"none_floor_lwsurfaces_loss",-43731.1366574051,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"983",9,"none_intwalls_lwsurfaces_loss",-60636.2146683427,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"984",9,"south_extwalls_lwsurfaces_loss",-223.444165710489,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"985",9,"north_extwalls_lwsurfaces_loss",-13560.6499115126,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"986",9,"west_extwalls_lwsurfaces_loss",-31968.6835929642,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"987",9,"east_extwalls_lwsurfaces_loss",-6394.91328292573,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"988",10,"none_roof_lwsurfaces_loss",-104606.113652147,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"989",10,"none_floor_lwsurfaces_loss",-51699.802721014,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"990",10,"none_intwalls_lwsurfaces_loss",-52493.6665974386,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"991",10,"south_extwalls_lwsurfaces_loss",-69.8587105478893,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"992",10,"north_extwalls_lwsurfaces_loss",-5325.83598818411,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"993",10,"west_extwalls_lwsurfaces_loss",-30394.0142663069,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"994",10,"east_extwalls_lwsurfaces_loss",-11869.5762869898,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"995",11,"none_roof_lwsurfaces_loss",-131046.246663103,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"996",11,"none_floor_lwsurfaces_loss",-41046.8390560005,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"997",11,"none_intwalls_lwsurfaces_loss",-41588.8808499912,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"998",11,"south_extwalls_lwsurfaces_loss",-1180.79407993157,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"999",11,"north_extwalls_lwsurfaces_loss",-1307.06030648289,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1000",11,"west_extwalls_lwsurfaces_loss",-33834.9245898035,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1001",11,"east_extwalls_lwsurfaces_loss",-14997.9513120137,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1002",12,"none_roof_lwsurfaces_loss",-135829.969463825,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1003",12,"none_floor_lwsurfaces_loss",-34644.9255317049,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1004",12,"none_intwalls_lwsurfaces_loss",-34353.1666166382,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1005",12,"south_extwalls_lwsurfaces_loss",-4086.58005920747,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1006",12,"north_extwalls_lwsurfaces_loss",-324.495111169695,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1007",12,"west_extwalls_lwsurfaces_loss",-28148.2644922168,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1008",12,"east_extwalls_lwsurfaces_loss",-15580.6863102074,"LW. Surfaces","U001_Caso01_1a7_ac_in1_1.csv"
"1009",1,"none_roof_convection_gain",212.522511314756,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1010",1,"none_floor_convection_gain",2075.18996989995,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1011",1,"none_intwalls_convection_gain",1896.62582237767,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1012",1,"south_extwalls_convection_gain",2780.08391766869,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1013",1,"north_extwalls_convection_gain",1801.70817740488,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1014",1,"west_extwalls_convection_gain",4463.21386082655,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1015",1,"east_extwalls_convection_gain",1076.45610863486,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1016",2,"none_roof_convection_gain",125.56574605023,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1017",2,"none_floor_convection_gain",2068.1361865373,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1018",2,"none_intwalls_convection_gain",1936.25445584542,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1019",2,"south_extwalls_convection_gain",3524.62821117303,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1020",2,"north_extwalls_convection_gain",1581.92541932409,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1021",2,"west_extwalls_convection_gain",4542.50378753027,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1022",2,"east_extwalls_convection_gain",973.960513629723,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1023",3,"none_roof_convection_gain",654.510169848007,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1024",3,"none_floor_convection_gain",1226.86260029036,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1025",3,"none_intwalls_convection_gain",1371.49397051461,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1026",3,"south_extwalls_convection_gain",5979.24052873677,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1027",3,"north_extwalls_convection_gain",1888.21573301018,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1028",3,"west_extwalls_convection_gain",6388.60811126208,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1029",3,"east_extwalls_convection_gain",1388.11885478546,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1030",4,"none_roof_convection_gain",1842.21108593494,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1031",4,"none_floor_convection_gain",822.219306746652,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1032",4,"none_intwalls_convection_gain",1265.01903830345,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1033",4,"south_extwalls_convection_gain",6748.43838674409,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1034",4,"north_extwalls_convection_gain",1875.90911723647,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1035",4,"west_extwalls_convection_gain",6770.93218465209,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1036",4,"east_extwalls_convection_gain",1639.88961723446,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1037",5,"none_roof_convection_gain",6341.24637222118,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1038",5,"none_floor_convection_gain",2141.63192270182,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1039",5,"none_intwalls_convection_gain",4066.25774520609,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1040",5,"south_extwalls_convection_gain",11249.6051150088,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1041",5,"north_extwalls_convection_gain",2600.66783541767,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1042",5,"west_extwalls_convection_gain",10403.2816216862,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1043",5,"east_extwalls_convection_gain",2946.58761344694,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1044",6,"none_roof_convection_gain",10205.7486622207,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1045",6,"none_floor_convection_gain",5481.28852352235,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1046",6,"none_intwalls_convection_gain",6656.94410380923,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1047",6,"south_extwalls_convection_gain",11930.4215048131,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1048",6,"north_extwalls_convection_gain",2702.91257807984,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1049",6,"west_extwalls_convection_gain",11070.2592897802,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1050",6,"east_extwalls_convection_gain",3246.17846297926,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1051",7,"none_roof_convection_gain",11711.6369164001,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1052",7,"none_floor_convection_gain",6802.8883938482,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1053",7,"none_intwalls_convection_gain",7367.51106207353,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1054",7,"south_extwalls_convection_gain",13970.683058976,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1055",7,"north_extwalls_convection_gain",2687.7797487047,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1056",7,"west_extwalls_convection_gain",11421.3582176067,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1057",7,"east_extwalls_convection_gain",3654.30928619555,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1058",8,"none_roof_convection_gain",6765.7801897057,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1059",8,"none_floor_convection_gain",4284.62035873491,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1060",8,"none_intwalls_convection_gain",4810.73967332402,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1061",8,"south_extwalls_convection_gain",12854.8091877041,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1062",8,"north_extwalls_convection_gain",3017.67887497727,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1063",8,"west_extwalls_convection_gain",11111.8708057705,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1064",8,"east_extwalls_convection_gain",3376.28501693689,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1065",9,"none_roof_convection_gain",1261.97088885912,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1066",9,"none_floor_convection_gain",1909.95145130249,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1067",9,"none_intwalls_convection_gain",1467.34116523484,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1068",9,"south_extwalls_convection_gain",8052.7684103085,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1069",9,"north_extwalls_convection_gain",2217.64248882517,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1070",9,"west_extwalls_convection_gain",7581.52461569665,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1071",9,"east_extwalls_convection_gain",1863.6168765411,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1072",10,"none_roof_convection_gain",1512.98611942771,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1073",10,"none_floor_convection_gain",2438.23791664504,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1074",10,"none_intwalls_convection_gain",2494.56041148076,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1075",10,"south_extwalls_convection_gain",7788.44783655794,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1076",10,"north_extwalls_convection_gain",2968.09601956065,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1077",10,"west_extwalls_convection_gain",8504.17964280887,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1078",10,"east_extwalls_convection_gain",2137.97807115031,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1079",11,"none_roof_convection_gain",1198.91777439512,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1080",11,"none_floor_convection_gain",3099.61779684816,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1081",11,"none_intwalls_convection_gain",3287.577242177,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1082",11,"south_extwalls_convection_gain",4878.16004384602,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1083",11,"north_extwalls_convection_gain",2751.02054388036,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1084",11,"west_extwalls_convection_gain",7208.12726100909,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1085",11,"east_extwalls_convection_gain",1691.86610284997,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1086",12,"none_roof_convection_gain",224.867208766155,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1087",12,"none_floor_convection_gain",2242.20896326228,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1088",12,"none_intwalls_convection_gain",2371.36287636138,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1089",12,"south_extwalls_convection_gain",3044.34414872674,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1090",12,"north_extwalls_convection_gain",2211.92330102797,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1091",12,"west_extwalls_convection_gain",5820.11863640378,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1092",12,"east_extwalls_convection_gain",1171.19997316187,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1093",1,"none_roof_convection_loss",-65618.0032339784,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1094",1,"none_floor_convection_loss",-49222.5458894741,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1095",1,"none_intwalls_convection_loss",-71894.4230677171,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1096",1,"south_extwalls_convection_loss",-20349.2922658862,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1097",1,"north_extwalls_convection_loss",-8131.60593517381,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1098",1,"west_extwalls_convection_loss",-45277.6840869702,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1099",1,"east_extwalls_convection_loss",-12500.8717974673,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1100",2,"none_roof_convection_loss",-65754.2197267286,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1101",2,"none_floor_convection_loss",-51347.6902263535,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1102",2,"none_intwalls_convection_loss",-75139.8261119331,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1103",2,"south_extwalls_convection_loss",-19111.3003734353,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1104",2,"north_extwalls_convection_loss",-10386.6880651559,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1105",2,"west_extwalls_convection_loss",-46677.9211703471,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1106",2,"east_extwalls_convection_loss",-12609.2871771577,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1107",3,"none_roof_convection_loss",-59963.039891263,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1108",3,"none_floor_convection_loss",-56283.2831499988,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1109",3,"none_intwalls_convection_loss",-74363.2310010465,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1110",3,"south_extwalls_convection_loss",-14942.7574580163,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1111",3,"north_extwalls_convection_loss",-12852.4563650523,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1112",3,"west_extwalls_convection_loss",-44092.0645919586,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1113",3,"east_extwalls_convection_loss",-9562.01657697307,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1114",4,"none_roof_convection_loss",-38597.5972076748,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1115",4,"none_floor_convection_loss",-42704.6652344439,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1116",4,"none_intwalls_convection_loss",-55537.011055273,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1117",4,"south_extwalls_convection_loss",-8385.84402211188,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1118",4,"north_extwalls_convection_loss",-13011.5597144677,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1119",4,"west_extwalls_convection_loss",-31546.938964583,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1120",4,"east_extwalls_convection_loss",-4830.43027718429,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1121",5,"none_roof_convection_loss",-15577.1896944755,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1122",5,"none_floor_convection_loss",-27971.7911797299,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1123",5,"none_intwalls_convection_loss",-32173.1611116326,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1124",5,"south_extwalls_convection_loss",-2033.18737181973,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1125",5,"north_extwalls_convection_loss",-11367.1129832514,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1126",5,"west_extwalls_convection_loss",-14644.7300395374,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1127",5,"east_extwalls_convection_loss",-1498.09833689351,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1128",6,"none_roof_convection_loss",-6105.03982819333,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1129",6,"none_floor_convection_loss",-18990.3798574287,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1130",6,"none_intwalls_convection_loss",-21463.9652125301,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1131",6,"south_extwalls_convection_loss",-533.414169490553,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1132",6,"north_extwalls_convection_loss",-10752.4367991591,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1133",6,"west_extwalls_convection_loss",-10147.7618896212,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1134",6,"east_extwalls_convection_loss",-776.601976629929,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1135",7,"none_roof_convection_loss",-6357.88339914242,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1136",7,"none_floor_convection_loss",-19331.3106429231,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1137",7,"none_intwalls_convection_loss",-24449.3158968956,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1138",7,"south_extwalls_convection_loss",-463.993209693696,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1139",7,"north_extwalls_convection_loss",-11679.0095154621,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1140",7,"west_extwalls_convection_loss",-10798.6716523497,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1141",7,"east_extwalls_convection_loss",-787.36622032566,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1142",8,"none_roof_convection_loss",-15728.8813227185,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
"1143",8,"none_floor_convection_loss",-23708.4816163197,"Convection","U001_Caso01_1a7_ac_nbr_1.csv"
