"","date_graph","time","month","day","gains_losses","value","case","city","app","case_graph","gains","exchange","sum","per"
"1","2019-07-17 00:00:00",1,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",327.400154674132,0
"2","2019-07-17 01:00:00",2,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",351.091403077644,0
"3","2019-07-17 02:00:00",3,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",355.216197518406,0
"4","2019-07-17 03:00:00",4,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",365.378719159411,0
"5","2019-07-17 04:00:00",5,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",374.73443471996,0
"6","2019-07-17 05:00:00",6,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",380.314302958797,0
"7","2019-07-17 06:00:00",7,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",384.684969711474,0
"8","2019-07-17 07:00:00",8,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",388.064296431681,0
"9","2019-07-17 08:00:00",9,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",40.5624743247564,0
"10","2019-07-17 09:00:00",10,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",54.4727517344812,0
"11","2019-07-17 10:00:00",11,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",46.9763567404546,0
"12","2019-07-17 11:00:00",12,7,17,"none_roof_convection_gain",0.201731487740449,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",39.8155309134149,0.0051
"13","2019-07-17 12:00:00",13,7,17,"none_roof_convection_gain",0.478876690342822,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",33.5445126906033,0.0143
"14","2019-07-17 13:00:00",14,7,17,"none_roof_convection_gain",0.856480525362542,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",30.7699180771568,0.0278
"15","2019-07-17 14:00:00",15,7,17,"none_roof_convection_gain",0.648657805137639,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",29.9727115342228,0.0216
"16","2019-07-17 15:00:00",16,7,17,"none_roof_convection_gain",0.486798921256114,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",30.0452077777078,0.0162
"17","2019-07-17 16:00:00",17,7,17,"none_roof_convection_gain",0.289883814833658,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",32.6323604636251,0.0089
"18","2019-07-17 17:00:00",18,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",33.9762009127352,0
"19","2019-07-17 18:00:00",19,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",36.2729976996905,0
"20","2019-07-17 19:00:00",20,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",37.4666135822932,0
"21","2019-07-17 20:00:00",21,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",39.4624557447663,0
"22","2019-07-17 21:00:00",22,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",39.9282413912002,0
"23","2019-07-17 22:00:00",23,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",442.517163827284,0
"24","2019-07-17 23:00:00",24,7,17,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",403.417775014075,0
"25","2019-07-18 00:00:00",1,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",395.67044215198,0
"26","2019-07-18 01:00:00",2,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",386.878469707885,0
"27","2019-07-18 02:00:00",3,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",381.406360574883,0
"28","2019-07-18 03:00:00",4,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",380.486940332937,0
"29","2019-07-18 04:00:00",5,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",384.457913127722,0
"30","2019-07-18 05:00:00",6,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",389.264615708822,0
"31","2019-07-18 06:00:00",7,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",386.060289504824,0
"32","2019-07-18 07:00:00",8,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",367.330624430792,0
"33","2019-07-18 08:00:00",9,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",14.9061491644245,0
"34","2019-07-18 09:00:00",10,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",44.7123819233413,0
"35","2019-07-18 10:00:00",11,7,18,"none_roof_convection_gain",0.196678525229462,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",50.9799715375117,0.0039
"36","2019-07-18 11:00:00",12,7,18,"none_roof_convection_gain",1.36367416999619,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",48.0985143338715,0.0284
"37","2019-07-18 12:00:00",13,7,18,"none_roof_convection_gain",3.05017267665871,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",40.5761432464896,0.0752
"38","2019-07-18 13:00:00",14,7,18,"none_roof_convection_gain",4.06564291664677,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",30.5701382050001,0.133
"39","2019-07-18 14:00:00",15,7,18,"none_roof_convection_gain",1.63513724298591,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",36.3805177052028,0.0449
"40","2019-07-18 15:00:00",16,7,18,"none_roof_convection_gain",0.704290740408028,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",32.5729008736249,0.0216
"41","2019-07-18 16:00:00",17,7,18,"none_roof_convection_gain",0.0624217983139784,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",35.7761927165184,0.0017
"42","2019-07-18 17:00:00",18,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",33.019057389885,0
"43","2019-07-18 18:00:00",19,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",52.0276863554002,0
"44","2019-07-18 19:00:00",20,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",53.3577769955734,0
"45","2019-07-18 20:00:00",21,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",55.765658482628,0
"46","2019-07-18 21:00:00",22,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",55.4152926818618,0
"47","2019-07-18 22:00:00",23,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",131.739923531825,0
"48","2019-07-18 23:00:00",24,7,18,"none_roof_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",132.44620099764,0
"49","2019-07-17 00:00:00",1,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",327.400154674132,0
"50","2019-07-17 01:00:00",2,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",351.091403077644,0
"51","2019-07-17 02:00:00",3,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",355.216197518406,0
"52","2019-07-17 03:00:00",4,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",365.378719159411,0
"53","2019-07-17 04:00:00",5,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",374.73443471996,0
"54","2019-07-17 05:00:00",6,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",380.314302958797,0
"55","2019-07-17 06:00:00",7,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",384.684969711474,0
"56","2019-07-17 07:00:00",8,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",388.064296431681,0
"57","2019-07-17 08:00:00",9,7,17,"none_floor_convection_gain",27.5078570487157,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",40.5624743247564,0.6782
"58","2019-07-17 09:00:00",10,7,17,"none_floor_convection_gain",33.6690622513997,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",54.4727517344812,0.6181
"59","2019-07-17 10:00:00",11,7,17,"none_floor_convection_gain",30.9860843261839,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",46.9763567404546,0.6596
"60","2019-07-17 11:00:00",12,7,17,"none_floor_convection_gain",28.0132555618941,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",39.8155309134149,0.7036
"61","2019-07-17 12:00:00",13,7,17,"none_floor_convection_gain",25.0876385712216,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",33.5445126906033,0.7479
"62","2019-07-17 13:00:00",14,7,17,"none_floor_convection_gain",23.6088181223944,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",30.7699180771568,0.7673
"63","2019-07-17 14:00:00",15,7,17,"none_floor_convection_gain",21.3238660131408,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",29.9727115342228,0.7114
"64","2019-07-17 15:00:00",16,7,17,"none_floor_convection_gain",20.9521963324563,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",30.0452077777078,0.6974
"65","2019-07-17 16:00:00",17,7,17,"none_floor_convection_gain",21.7273866381891,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",32.6323604636251,0.6658
"66","2019-07-17 17:00:00",18,7,17,"none_floor_convection_gain",22.1082737620158,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",33.9762009127352,0.6507
"67","2019-07-17 18:00:00",19,7,17,"none_floor_convection_gain",22.851675266765,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",36.2729976996905,0.63
"68","2019-07-17 19:00:00",20,7,17,"none_floor_convection_gain",23.1414812162054,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",37.4666135822932,0.6177
"69","2019-07-17 20:00:00",21,7,17,"none_floor_convection_gain",23.9451247882608,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",39.4624557447663,0.6068
"70","2019-07-17 21:00:00",22,7,17,"none_floor_convection_gain",24.0840134472987,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",39.9282413912002,0.6032
"71","2019-07-17 22:00:00",23,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",442.517163827284,0
"72","2019-07-17 23:00:00",24,7,17,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",403.417775014075,0
"73","2019-07-18 00:00:00",1,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",395.67044215198,0
"74","2019-07-18 01:00:00",2,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",386.878469707885,0
"75","2019-07-18 02:00:00",3,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",381.406360574883,0
"76","2019-07-18 03:00:00",4,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",380.486940332937,0
"77","2019-07-18 04:00:00",5,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",384.457913127722,0
"78","2019-07-18 05:00:00",6,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",389.264615708822,0
"79","2019-07-18 06:00:00",7,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",386.060289504824,0
"80","2019-07-18 07:00:00",8,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",367.330624430792,0
"81","2019-07-18 08:00:00",9,7,18,"none_floor_convection_gain",12.2376466887441,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",14.9061491644245,0.821
"82","2019-07-18 09:00:00",10,7,18,"none_floor_convection_gain",13.4725923760115,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",44.7123819233413,0.3013
"83","2019-07-18 10:00:00",11,7,18,"none_floor_convection_gain",6.4984292519557,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",50.9799715375117,0.1275
"84","2019-07-18 11:00:00",12,7,18,"none_floor_convection_gain",1.27277568982689,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",48.0985143338715,0.0265
"85","2019-07-18 12:00:00",13,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",40.5761432464896,0
"86","2019-07-18 13:00:00",14,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",30.5701382050001,0
"87","2019-07-18 14:00:00",15,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",36.3805177052028,0
"88","2019-07-18 15:00:00",16,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",32.5729008736249,0
"89","2019-07-18 16:00:00",17,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",35.7761927165184,0
"90","2019-07-18 17:00:00",18,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",33.019057389885,0
"91","2019-07-18 18:00:00",19,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",52.0276863554002,0
"92","2019-07-18 19:00:00",20,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",53.3577769955734,0
"93","2019-07-18 20:00:00",21,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",55.765658482628,0
"94","2019-07-18 21:00:00",22,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",55.4152926818618,0
"95","2019-07-18 22:00:00",23,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",131.739923531825,0
"96","2019-07-18 23:00:00",24,7,18,"none_floor_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",132.44620099764,0
"97","2019-07-17 00:00:00",1,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",327.400154674132,0
"98","2019-07-17 01:00:00",2,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",351.091403077644,0
"99","2019-07-17 02:00:00",3,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",355.216197518406,0
"100","2019-07-17 03:00:00",4,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",365.378719159411,0
"101","2019-07-17 04:00:00",5,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",374.73443471996,0
"102","2019-07-17 05:00:00",6,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",380.314302958797,0
"103","2019-07-17 06:00:00",7,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",384.684969711474,0
"104","2019-07-17 07:00:00",8,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",388.064296431681,0
"105","2019-07-17 08:00:00",9,7,17,"none_intwalls_convection_gain",12.102713618743,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",40.5624743247564,0.2984
"106","2019-07-17 09:00:00",10,7,17,"none_intwalls_convection_gain",20.8036894830815,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",54.4727517344812,0.3819
"107","2019-07-17 10:00:00",11,7,17,"none_intwalls_convection_gain",15.9902724142707,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",46.9763567404546,0.3404
"108","2019-07-17 11:00:00",12,7,17,"none_intwalls_convection_gain",11.6005438637804,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",39.8155309134149,0.2914
"109","2019-07-17 12:00:00",13,7,17,"none_intwalls_convection_gain",7.97799742903891,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",33.5445126906033,0.2378
"110","2019-07-17 13:00:00",14,7,17,"none_intwalls_convection_gain",6.30461942939988,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",30.7699180771568,0.2049
"111","2019-07-17 14:00:00",15,7,17,"none_intwalls_convection_gain",4.43941950577626,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",29.9727115342228,0.1481
"112","2019-07-17 15:00:00",16,7,17,"none_intwalls_convection_gain",5.08302263746291,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",30.0452077777078,0.1692
"113","2019-07-17 16:00:00",17,7,17,"none_intwalls_convection_gain",6.65672014090848,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",32.6323604636251,0.204
"114","2019-07-17 17:00:00",18,7,17,"none_intwalls_convection_gain",7.59762308924463,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",33.9762009127352,0.2236
"115","2019-07-17 18:00:00",19,7,17,"none_intwalls_convection_gain",8.63854506544593,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",36.2729976996905,0.2382
"116","2019-07-17 19:00:00",20,7,17,"none_intwalls_convection_gain",9.07459268840852,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",37.4666135822932,0.2422
"117","2019-07-17 20:00:00",21,7,17,"none_intwalls_convection_gain",9.90666310633059,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",39.4624557447663,0.251
"118","2019-07-17 21:00:00",22,7,17,"none_intwalls_convection_gain",9.93874403340159,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",39.9282413912002,0.2489
"119","2019-07-17 22:00:00",23,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",442.517163827284,0
"120","2019-07-17 23:00:00",24,7,17,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",403.417775014075,0
"121","2019-07-18 00:00:00",1,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",395.67044215198,0
"122","2019-07-18 01:00:00",2,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",386.878469707885,0
"123","2019-07-18 02:00:00",3,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",381.406360574883,0
"124","2019-07-18 03:00:00",4,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",380.486940332937,0
"125","2019-07-18 04:00:00",5,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",384.457913127722,0
"126","2019-07-18 05:00:00",6,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",389.264615708822,0
"127","2019-07-18 06:00:00",7,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",386.060289504824,0
"128","2019-07-18 07:00:00",8,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",367.330624430792,0
"129","2019-07-18 08:00:00",9,7,18,"none_intwalls_convection_gain",1.85431796691877,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",14.9061491644245,0.1244
"130","2019-07-18 09:00:00",10,7,18,"none_intwalls_convection_gain",9.64334061551786,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",44.7123819233413,0.2157
"131","2019-07-18 10:00:00",11,7,18,"none_intwalls_convection_gain",4.32654904493579,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",50.9799715375117,0.0849
"132","2019-07-18 11:00:00",12,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",48.0985143338715,0
"133","2019-07-18 12:00:00",13,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",40.5761432464896,0
"134","2019-07-18 13:00:00",14,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",30.5701382050001,0
"135","2019-07-18 14:00:00",15,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",36.3805177052028,0
"136","2019-07-18 15:00:00",16,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",32.5729008736249,0
"137","2019-07-18 16:00:00",17,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",35.7761927165184,0
"138","2019-07-18 17:00:00",18,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",33.019057389885,0
"139","2019-07-18 18:00:00",19,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",52.0276863554002,0
"140","2019-07-18 19:00:00",20,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",53.3577769955734,0
"141","2019-07-18 20:00:00",21,7,18,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",55.765658482628,0
