"","date_graph","time","month","day","gains_losses","value","case"
"117",2019-07-15 20:00:00,21,7,15,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"118",2019-07-15 21:00:00,22,7,15,"none_intwalls_convection_gain",5.08956680853254,"U001_Caso01_1a7_ac_in1_1.csv"
"119",2019-07-15 22:00:00,23,7,15,"none_intwalls_convection_gain",39.7167420441076,"U001_Caso01_1a7_ac_in1_1.csv"
"120",2019-07-15 23:00:00,24,7,15,"none_intwalls_convection_gain",46.6231301844413,"U001_Caso01_1a7_ac_in1_1.csv"
"121",2019-07-16 00:00:00,1,7,16,"none_intwalls_convection_gain",49.0384116230665,"U001_Caso01_1a7_ac_in1_1.csv"
"122",2019-07-16 01:00:00,2,7,16,"none_intwalls_convection_gain",50.6082962578751,"U001_Caso01_1a7_ac_in1_1.csv"
"123",2019-07-16 02:00:00,3,7,16,"none_intwalls_convection_gain",55.0872913841971,"U001_Caso01_1a7_ac_in1_1.csv"
"124",2019-07-16 03:00:00,4,7,16,"none_intwalls_convection_gain",62.0811477640547,"U001_Caso01_1a7_ac_in1_1.csv"
"125",2019-07-16 04:00:00,5,7,16,"none_intwalls_convection_gain",58.9883582065777,"U001_Caso01_1a7_ac_in1_1.csv"
"126",2019-07-16 05:00:00,6,7,16,"none_intwalls_convection_gain",55.9669921183201,"U001_Caso01_1a7_ac_in1_1.csv"
"127",2019-07-16 06:00:00,7,7,16,"none_intwalls_convection_gain",52.7054610967611,"U001_Caso01_1a7_ac_in1_1.csv"
"128",2019-07-16 07:00:00,8,7,16,"none_intwalls_convection_gain",51.8991207687191,"U001_Caso01_1a7_ac_in1_1.csv"
"129",2019-07-16 08:00:00,9,7,16,"none_intwalls_convection_gain",29.8008839241968,"U001_Caso01_1a7_ac_in1_1.csv"
"130",2019-07-16 09:00:00,10,7,16,"none_intwalls_convection_gain",21.9016803641994,"U001_Caso01_1a7_ac_in1_1.csv"
"131",2019-07-16 10:00:00,11,7,16,"none_intwalls_convection_gain",8.04890786262102,"U001_Caso01_1a7_ac_in1_1.csv"
"132",2019-07-16 11:00:00,12,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"133",2019-07-16 12:00:00,13,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"134",2019-07-16 13:00:00,14,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"135",2019-07-16 14:00:00,15,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"136",2019-07-16 15:00:00,16,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"137",2019-07-16 16:00:00,17,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"138",2019-07-16 17:00:00,18,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"139",2019-07-16 18:00:00,19,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"140",2019-07-16 19:00:00,20,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"141",2019-07-16 20:00:00,21,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"142",2019-07-16 21:00:00,22,7,16,"none_intwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"143",2019-07-16 22:00:00,23,7,16,"none_intwalls_convection_gain",17.5022168510809,"U001_Caso01_1a7_ac_in1_1.csv"
"144",2019-07-16 23:00:00,24,7,16,"none_intwalls_convection_gain",21.6032077992184,"U001_Caso01_1a7_ac_in1_1.csv"
"145",2019-07-15 00:00:00,1,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"146",2019-07-15 01:00:00,2,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"147",2019-07-15 02:00:00,3,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"148",2019-07-15 03:00:00,4,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"149",2019-07-15 04:00:00,5,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"150",2019-07-15 05:00:00,6,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"151",2019-07-15 06:00:00,7,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"152",2019-07-15 07:00:00,8,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"153",2019-07-15 08:00:00,9,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"154",2019-07-15 09:00:00,10,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"155",2019-07-15 10:00:00,11,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"156",2019-07-15 11:00:00,12,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"157",2019-07-15 12:00:00,13,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"158",2019-07-15 13:00:00,14,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"159",2019-07-15 14:00:00,15,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"160",2019-07-15 15:00:00,16,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"161",2019-07-15 16:00:00,17,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"162",2019-07-15 17:00:00,18,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"163",2019-07-15 18:00:00,19,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"164",2019-07-15 19:00:00,20,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"165",2019-07-15 20:00:00,21,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"166",2019-07-15 21:00:00,22,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"167",2019-07-15 22:00:00,23,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"168",2019-07-15 23:00:00,24,7,15,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"169",2019-07-16 00:00:00,1,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"170",2019-07-16 01:00:00,2,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"171",2019-07-16 02:00:00,3,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"172",2019-07-16 03:00:00,4,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"173",2019-07-16 04:00:00,5,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"174",2019-07-16 05:00:00,6,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"175",2019-07-16 06:00:00,7,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"176",2019-07-16 07:00:00,8,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"177",2019-07-16 08:00:00,9,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"178",2019-07-16 09:00:00,10,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"179",2019-07-16 10:00:00,11,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"180",2019-07-16 11:00:00,12,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"181",2019-07-16 12:00:00,13,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"182",2019-07-16 13:00:00,14,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"183",2019-07-16 14:00:00,15,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"184",2019-07-16 15:00:00,16,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
"185",2019-07-16 16:00:00,17,7,16,"south_extwalls_convection_gain",0,"U001_Caso01_1a7_ac_in1_1.csv"
