"","month","gains_losses","value","case","city","app","case_graph","gains","exchange","MonthAbb","per"
"3098",9,"none_floor_convection_gain",3194.73775742921,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor","Sep",0.0463
"3099",9,"none_intwalls_convection_gain",7789.5723955631,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls","Sep",0.1128
"3100",9,"south_extwalls_convection_gain",445.327782684193,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls","Sep",0.0064
"3101",9,"east_extwalls_convection_gain",16528.3721527604,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls","Sep",0.2393
"3102",9,"south_windows_convection_gain",12.2763718617008,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_windows","Sep",2e-04
"3103",10,"none_roof_convection_gain",8107.38725399355,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof","Oct",0.1002
"3104",10,"none_floor_convection_gain",5473.79900979011,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor","Oct",0.0677
"3105",10,"none_intwalls_convection_gain",11164.1485943911,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls","Oct",0.138
"3106",10,"south_extwalls_convection_gain",666.327732258759,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls","Oct",0.0082
"3107",10,"east_extwalls_convection_gain",18154.4845661662,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls","Oct",0.2245
"3108",10,"south_windows_convection_gain",12.4641898533191,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_windows","Oct",2e-04
"3109",11,"none_roof_convection_gain",12115.3686195395,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof","Nov",0.133
"3110",11,"none_floor_convection_gain",7213.51793565781,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor","Nov",0.0792
"3111",11,"none_intwalls_convection_gain",15015.7195389827,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls","Nov",0.1648
"3112",11,"south_extwalls_convection_gain",1654.11323732426,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls","Nov",0.0182
"3113",11,"east_extwalls_convection_gain",20267.8643567379,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls","Nov",0.2225
"3114",11,"south_windows_convection_gain",34.1213386837778,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_windows","Nov",4e-04
"3115",12,"none_roof_convection_gain",15707.3068673313,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof","Dec",0.1411
"3116",12,"none_floor_convection_gain",12713.2293284923,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor","Dec",0.1142
"3117",12,"none_intwalls_convection_gain",23754.1739545713,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls","Dec",0.2133
"3118",12,"south_extwalls_convection_gain",3248.3034150048,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls","Dec",0.0292
"3119",12,"east_extwalls_convection_gain",22616.71464112,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls","Dec",0.2031
"3120",12,"south_windows_convection_gain",109.056320759973,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_windows","Dec",0.001
"3121",1,"none_roof_convection_loss",-668.800851245682,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Jan",0.0058
"3122",1,"none_floor_convection_loss",-5183.46193018918,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Jan",0.0451
"3123",1,"none_intwalls_convection_loss",-4293.8413983704,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Jan",0.0374
"3124",1,"south_extwalls_convection_loss",-2065.29738319725,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Jan",0.018
"3125",1,"east_extwalls_convection_loss",-2085.15227435777,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Jan",0.0182
"3126",1,"south_windows_convection_loss",-3863.91150687577,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Jan",0.0336
"3127",2,"none_roof_convection_loss",-496.251089077303,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Feb",0.0043
"3128",2,"none_floor_convection_loss",-5169.40091993944,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Feb",0.0448
"3129",2,"none_intwalls_convection_loss",-4768.39226711926,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Feb",0.0413
"3130",2,"south_extwalls_convection_loss",-2804.26482495215,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Feb",0.0243
"3131",2,"east_extwalls_convection_loss",-1773.61864183215,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Feb",0.0154
"3132",2,"south_windows_convection_loss",-3485.65285770866,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Feb",0.0302
"3133",3,"none_roof_convection_loss",-1068.25490266313,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Mar",0.0095
"3134",3,"none_floor_convection_loss",-4081.24872013501,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Mar",0.0364
"3135",3,"none_intwalls_convection_loss",-4306.70669430342,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Mar",0.0384
"3136",3,"south_extwalls_convection_loss",-5321.95641429445,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Mar",0.0474
"3137",3,"east_extwalls_convection_loss",-2839.05174697694,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Mar",0.0253
"3138",3,"south_windows_convection_loss",-4501.46569659549,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Mar",0.0401
"3139",4,"none_roof_convection_loss",-2469.78702972949,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Apr",0.0316
"3140",4,"none_floor_convection_loss",-3064.11316670696,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Apr",0.0392
"3141",4,"none_intwalls_convection_loss",-3126.56136487323,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Apr",0.04
"3142",4,"south_extwalls_convection_loss",-7588.6336748189,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Apr",0.097
"3143",4,"east_extwalls_convection_loss",-5556.96039744078,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Apr",0.0711
"3144",4,"south_windows_convection_loss",-5594.38967702656,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Apr",0.0715
"3145",5,"none_roof_convection_loss",-6398.32408631237,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","May",0.0967
"3146",5,"none_floor_convection_loss",-2815.7408800857,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","May",0.0426
"3147",5,"none_intwalls_convection_loss",-3216.4139285147,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","May",0.0486
"3148",5,"south_extwalls_convection_loss",-12001.8236135125,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","May",0.1815
"3149",5,"east_extwalls_convection_loss",-10662.3142268863,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","May",0.1612
"3150",5,"south_windows_convection_loss",-7459.08111242959,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","May",0.1128
"3151",6,"none_roof_convection_loss",-10228.7955855136,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Jun",0.1463
"3152",6,"none_floor_convection_loss",-5006.59018852198,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Jun",0.0716
"3153",6,"none_intwalls_convection_loss",-5918.09925140828,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Jun",0.0847
"3154",6,"south_extwalls_convection_loss",-12755.2450237003,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Jun",0.1825
"3155",6,"east_extwalls_convection_loss",-12722.2182534809,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Jun",0.182
"3156",6,"south_windows_convection_loss",-7358.09784650777,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Jun",0.1053
"3157",7,"none_roof_convection_loss",-13223.271761036,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Jul",0.1596
"3158",7,"none_floor_convection_loss",-6386.04831719665,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Jul",0.0771
"3159",7,"none_intwalls_convection_loss",-7941.61823718171,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Jul",0.0959
"3160",7,"south_extwalls_convection_loss",-15291.1849759355,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Jul",0.1846
"3161",7,"east_extwalls_convection_loss",-15050.1693051073,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Jul",0.1817
"3162",7,"south_windows_convection_loss",-8840.32491018524,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Jul",0.1067
"3163",8,"none_roof_convection_loss",-7930.22994344032,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Aug",0.1043
"3164",8,"none_floor_convection_loss",-5636.30601975988,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Aug",0.0741
"3165",8,"none_intwalls_convection_loss",-5420.9804157144,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Aug",0.0713
"3166",8,"south_extwalls_convection_loss",-13772.3980309673,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Aug",0.1812
"3167",8,"east_extwalls_convection_loss",-12808.4919136222,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Aug",0.1685
"3168",8,"south_windows_convection_loss",-8494.91372576753,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Aug",0.1117
"3169",9,"none_roof_convection_loss",-2776.24548645228,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Sep",0.0405
"3170",9,"none_floor_convection_loss",-5314.62503359447,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Sep",0.0775
"3171",9,"none_intwalls_convection_loss",-3607.81052021291,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Sep",0.0526
"3172",9,"south_extwalls_convection_loss",-10130.4836744626,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Sep",0.1477
"3173",9,"east_extwalls_convection_loss",-8455.18817805313,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Sep",0.1232
"3174",9,"south_windows_convection_loss",-7151.83575652188,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Sep",0.1042
"3175",10,"none_roof_convection_loss",-2194.13637012902,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Oct",0.0273
"3176",10,"none_floor_convection_loss",-5181.66213719262,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Oct",0.0645
"3177",10,"none_intwalls_convection_loss",-3842.19081911484,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Oct",0.0478
"3178",10,"south_extwalls_convection_loss",-8477.55679139124,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Oct",0.1055
"3179",10,"east_extwalls_convection_loss",-7815.85973550404,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Oct",0.0972
"3180",10,"south_windows_convection_loss",-7077.43568025457,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Oct",0.088
"3181",11,"none_roof_convection_loss",-1909.89479813413,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Nov",0.0211
"3182",11,"none_floor_convection_loss",-6326.60612545538,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Nov",0.07
"3183",11,"none_intwalls_convection_loss",-4871.91781589124,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Nov",0.0539
"3184",11,"south_extwalls_convection_loss",-5433.60485152443,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Nov",0.0601
"3185",11,"east_extwalls_convection_loss",-5987.14694850163,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Nov",0.0662
"3186",11,"south_windows_convection_loss",-5929.23039273965,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Nov",0.0656
"3187",12,"none_roof_convection_loss",-673.126292364936,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof","Dec",0.0061
"3188",12,"none_floor_convection_loss",-5322.09299493082,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor","Dec",0.0482
"3189",12,"none_intwalls_convection_loss",-4531.08130654937,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls","Dec",0.041
"3190",12,"south_extwalls_convection_loss",-2205.8901128157,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls","Dec",0.02
"3191",12,"east_extwalls_convection_loss",-2615.31314141427,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls","Dec",0.0237
"3192",12,"south_windows_convection_loss",-4466.54730640511,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows","Dec",0.0404
"3193",1,"internal_gains",32112.0130956773,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Jan",0.2775
"3194",1,"cooling",-83918.8166843798,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Jan",0.7305
"3195",1,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Jan",0
"3196",1,"vn_window_loss",-2203.88925411935,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Jan",0.0192
"3197",1,"vn_window_gain",6.08923225919034,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Jan",1e-04
"3198",1,"vn_interzone_loss",-10590.4761153898,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Jan",0.0922
"3199",1,"vn_interzone_gain",1785.32928606033,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Jan",0.0154
"3200",2,"internal_gains",28783.332259533,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Feb",0.2474
"3201",2,"cooling",-83734.0126655374,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Feb",0.7252
"3202",2,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Feb",0
"3203",2,"vn_window_loss",-1538.88422734953,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Feb",0.0133
"3204",2,"vn_window_gain",3.82694244049767,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Feb",0
"3205",2,"vn_interzone_loss",-11692.0410150342,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Feb",0.1013
"3206",2,"vn_interzone_gain",1174.29820105967,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Feb",0.0101
"3207",3,"internal_gains",32010.3565976853,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Mar",0.2832
"3208",3,"cooling",-76595.5044984616,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Mar",0.6823
"3209",3,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Mar",0
"3210",3,"vn_window_loss",-2762.72025673153,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Mar",0.0246
"3211",3,"vn_window_gain",8.00200051079131,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Mar",1e-04
"3212",3,"vn_interzone_loss",-10776.7400423764,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Mar",0.096
"3213",3,"vn_interzone_gain",1562.4811469671,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Mar",0.0138
"3214",4,"internal_gains",30783.0868887009,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Apr",0.3906
"3215",4,"cooling",-35942.5715572251,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Apr",0.4596
"3216",4,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Apr",0
"3217",4,"vn_window_loss",-2278.65338608078,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Apr",0.0291
"3218",4,"vn_window_gain",4.40443538403474,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Apr",1e-04
"3219",4,"vn_interzone_loss",-12584.3380319723,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Apr",0.1609
"3220",4,"vn_interzone_gain",1881.47266776083,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Apr",0.0239
"3221",5,"internal_gains",33644.9363501986,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","May",0.5078
"3222",5,"cooling",-6164.37918745413,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","May",0.0932
"3223",5,"heating",1818.15295671359,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","May",0.0274
"3224",5,"vn_window_loss",-2582.72129622188,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","May",0.039
"3225",5,"vn_window_gain",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","May",0
"3226",5,"vn_interzone_loss",-14839.9592948276,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","May",0.2244
"3227",5,"vn_interzone_gain",7403.86110268234,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","May",0.1117
"3228",6,"internal_gains",33685.9675990141,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Jun",0.4819
"3229",6,"cooling",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Jun",0
"3230",6,"heating",8539.78689457853,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Jun",0.1222
"3231",6,"vn_window_loss",-2472.63597583257,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Jun",0.0354
"3232",6,"vn_window_gain",0.102216483405991,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Jun",0
"3233",6,"vn_interzone_loss",-13446.1571571528,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Jun",0.1923
"3234",6,"vn_interzone_gain",11737.7753982724,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Jun",0.1679
"3235",7,"internal_gains",34679.7638074897,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Jul",0.4191
"3236",7,"cooling",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Jul",0
"3237",7,"heating",16893.6676596029,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Jul",0.2041
"3238",7,"vn_window_loss",-2338.67425709734,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Jul",0.0282
"3239",7,"vn_window_gain",0.29924156705553,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Jul",0
"3240",7,"vn_interzone_loss",-13775.4185481545,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Jul",0.1663
"3241",7,"vn_interzone_gain",13190.9510110241,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Jul",0.1594
"3242",8,"internal_gains",34263.6044370788,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Aug",0.4498
"3243",8,"cooling",-2065.81359498716,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Aug",0.0272
"3244",8,"heating",6500.3407292058,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Aug",0.0853
"3245",8,"vn_window_loss",-3826.40332975707,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Aug",0.0503
"3246",8,"vn_window_gain",19.4266196297674,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Aug",3e-04
"3247",8,"vn_interzone_loss",-16064.9614980255,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Aug",0.2113
"3248",8,"vn_interzone_gain",9454.70373269447,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Aug",0.1241
"3249",9,"internal_gains",31548.574359174,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Sep",0.4568
"3250",9,"cooling",-10254.0723160743,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Sep",0.1495
"3251",9,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Sep",0
"3252",9,"vn_window_loss",-3834.84593798045,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Sep",0.0559
"3253",9,"vn_window_gain",3.36897948371395,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Sep",0
"3254",9,"vn_interzone_loss",-17080.6365664703,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Sep",0.249
"3255",9,"vn_interzone_gain",3544.5068335423,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone","Sep",0.0513
"3256",10,"internal_gains",32744.4649990137,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains","Oct",0.4048
"3257",10,"cooling",-24207.0135921082,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling","Oct",0.3011
"3258",10,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating","Oct",0
"3259",10,"vn_window_loss",-4852.68900836706,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window","Oct",0.0604
"3260",10,"vn_window_gain",2.96907762841685,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window","Oct",0
"3261",10,"vn_interzone_loss",-16740.7723157437,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone","Oct",0.2082
