"","month","gains_losses","value","case","city","app","case_graph","gains","exchange","MonthAbb","per"
"534",1,"south_windows_convection_loss",-2440.62678175295,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Jan",0.0096
"535",2,"none_roof_convection_loss",-306.855794191943,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Feb",0.0015
"536",2,"none_floor_convection_loss",-2369.20030722311,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Feb",0.0112
"537",2,"none_intwalls_convection_loss",-6292.65112768464,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Feb",0.0298
"538",2,"south_extwalls_convection_loss",-177.903749975311,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Feb",8e-04
"539",2,"east_extwalls_convection_loss",-54.0996012442415,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Feb",3e-04
"540",2,"south_windows_convection_loss",-2079.94961402463,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Feb",0.0099
"541",3,"none_roof_convection_loss",-159.444786096055,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Mar",8e-04
"542",3,"none_floor_convection_loss",-2548.49425585009,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Mar",0.0127
"543",3,"none_intwalls_convection_loss",-5486.99633322645,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Mar",0.0273
"544",3,"south_extwalls_convection_loss",-795.685738410703,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Mar",0.004
"545",3,"east_extwalls_convection_loss",-28.2430020278962,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Mar",1e-04
"546",3,"south_windows_convection_loss",-1801.17339418532,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Mar",0.009
"547",4,"none_roof_convection_loss",-124.431268815142,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Apr",6e-04
"548",4,"none_floor_convection_loss",-2494.30273908119,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Apr",0.0121
"549",4,"none_intwalls_convection_loss",-5369.89976627157,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Apr",0.026
"550",4,"south_extwalls_convection_loss",-1131.67928755107,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Apr",0.0055
"551",4,"east_extwalls_convection_loss",-17.2124062012496,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Apr",1e-04
"552",4,"south_windows_convection_loss",-1797.12259102548,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Apr",0.0087
"553",5,"none_roof_convection_loss",-221.237361143193,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","May",9e-04
"554",5,"none_floor_convection_loss",-2665.20486870981,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","May",0.0108
"555",5,"none_intwalls_convection_loss",-6523.3035719255,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","May",0.0263
"556",5,"south_extwalls_convection_loss",-2767.3138093723,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","May",0.0112
"557",5,"east_extwalls_convection_loss",-12.3480627432404,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","May",0
"558",5,"south_windows_convection_loss",-2247.70408447435,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","May",0.0091
"559",6,"none_roof_convection_loss",-431.221209862392,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Jun",0.0018
"560",6,"none_floor_convection_loss",-2091.50837858637,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Jun",0.0085
"561",6,"none_intwalls_convection_loss",-6075.8855888758,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Jun",0.0247
"562",6,"south_extwalls_convection_loss",-3718.18813913509,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Jun",0.0151
"563",6,"east_extwalls_convection_loss",-5.95351510167948,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Jun",0
"564",6,"south_windows_convection_loss",-2208.20106805859,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Jun",0.009
"565",7,"none_roof_convection_loss",-482.744722928871,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Jul",0.0019
"566",7,"none_floor_convection_loss",-2235.31606776719,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Jul",0.0086
"567",7,"none_intwalls_convection_loss",-6816.09895560979,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Jul",0.0263
"568",7,"south_extwalls_convection_loss",-4002.82777334786,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Jul",0.0154
"569",7,"east_extwalls_convection_loss",-15.8227067778274,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Jul",1e-04
"570",7,"south_windows_convection_loss",-2491.87281661591,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Jul",0.0096
"571",8,"none_roof_convection_loss",-533.824114499183,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Aug",0.0019
"572",8,"none_floor_convection_loss",-2743.40674185982,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Aug",0.0099
"573",8,"none_intwalls_convection_loss",-8104.35695445664,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Aug",0.0291
"574",8,"south_extwalls_convection_loss",-4318.46243300811,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Aug",0.0155
"575",8,"east_extwalls_convection_loss",-7.51953565641399,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Aug",0
"576",8,"south_windows_convection_loss",-2623.10700702643,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Aug",0.0094
"577",9,"none_roof_convection_loss",-404.268948840666,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Sep",0.0015
"578",9,"none_floor_convection_loss",-3086.3715152356,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Sep",0.0111
"579",9,"none_intwalls_convection_loss",-8470.51648558741,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Sep",0.0304
"580",9,"south_extwalls_convection_loss",-3050.88170847682,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Sep",0.011
"581",9,"east_extwalls_convection_loss",-10.2118615241807,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Sep",0
"582",9,"south_windows_convection_loss",-2352.91202212647,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Sep",0.0084
"583",10,"none_roof_convection_loss",-420.03038968733,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Oct",0.0014
"584",10,"none_floor_convection_loss",-3669.97224830692,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Oct",0.0126
"585",10,"none_intwalls_convection_loss",-9568.49398506575,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Oct",0.0328
"586",10,"south_extwalls_convection_loss",-702.3954969081,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Oct",0.0024
"587",10,"east_extwalls_convection_loss",-16.3886083832866,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Oct",1e-04
"588",10,"south_windows_convection_loss",-2487.48325619492,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Oct",0.0085
"589",11,"none_roof_convection_loss",-436.692219666511,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Nov",0.0014
"590",11,"none_floor_convection_loss",-4344.98498197635,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Nov",0.0143
"591",11,"none_intwalls_convection_loss",-9661.45471072499,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Nov",0.0318
"592",11,"south_extwalls_convection_loss",-0.918253476450297,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Nov",0
"593",11,"east_extwalls_convection_loss",-6.01336595123226,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Nov",0
"594",11,"south_windows_convection_loss",-2061.68141661428,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Nov",0.0068
"595",12,"none_roof_convection_loss",-451.430701569844,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","roof","Dec",0.0015
"596",12,"none_floor_convection_loss",-3642.15379505128,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","floor","Dec",0.0125
"597",12,"none_intwalls_convection_loss",-9263.73175980749,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","intwalls","Dec",0.0318
"598",12,"south_extwalls_convection_loss",-16.1347167622869,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_extwalls","Dec",1e-04
"599",12,"east_extwalls_convection_loss",-24.7342486826659,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","east_extwalls","Dec",1e-04
"600",12,"south_windows_convection_loss",-2607.43944155876,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","south_windows","Dec",0.0089
"601",1,"internal_gains",32496.8259288603,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Jan",0.1276
"602",1,"cooling",-227774.815295307,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Jan",0.9004
"603",1,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Jan",0
"604",1,"vn_window_loss",-361.135349049642,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Jan",0.0014
"605",1,"vn_window_gain",145.865305353882,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Jan",6e-04
"606",1,"vn_interzone_loss",-11349.2516441208,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Jan",0.0449
"607",1,"vn_interzone_gain",5942.7547248553,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Jan",0.0233
"608",2,"internal_gains",29362.9488046244,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Feb",0.1382
"609",2,"cooling",-190360.910254456,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Feb",0.9019
"610",2,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Feb",0
"611",2,"vn_window_loss",-222.414204310056,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Feb",0.0011
"612",2,"vn_window_gain",139.553938003501,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Feb",7e-04
"613",2,"vn_interzone_loss",-9205.75472181647,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Feb",0.0436
"614",2,"vn_interzone_gain",4978.21292633128,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Feb",0.0234
"615",3,"internal_gains",32527.7882455266,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Mar",0.1609
"616",3,"cooling",-182209.840856901,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Mar",0.9067
"617",3,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Mar",0
"618",3,"vn_window_loss",-12.8304072083351,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Mar",1e-04
"619",3,"vn_window_gain",150.663380413259,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Mar",7e-04
"620",3,"vn_interzone_loss",-7918.78192812385,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Mar",0.0394
"621",3,"vn_interzone_gain",4852.29024375312,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Mar",0.024
"622",4,"internal_gains",31472.9036835747,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Apr",0.1516
"623",4,"cooling",-187762.60157403,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Apr",0.9098
"624",4,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Apr",0
"625",4,"vn_window_loss",-24.3924236449315,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Apr",1e-04
"626",4,"vn_window_gain",217.096412959647,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Apr",0.001
"627",4,"vn_interzone_loss",-7645.66154301383,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Apr",0.037
"628",4,"vn_interzone_gain",5001.52184439997,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Apr",0.0241
"629",5,"internal_gains",32501.4948191123,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","May",0.1304
"630",5,"cooling",-223904.63762349,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","May",0.9037
"631",5,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","May",0
"632",5,"vn_window_loss",-277.310162631698,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","May",0.0011
"633",5,"vn_window_gain",208.798472746368,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","May",8e-04
"634",5,"vn_interzone_loss",-9147.44746146518,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","May",0.0369
"635",5,"vn_interzone_gain",5920.20532611797,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","May",0.0237
"636",6,"internal_gains",31447.5103975523,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Jun",0.1273
"637",6,"cooling",-221552.050752744,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Jun",0.9024
"638",6,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Jun",0
"639",6,"vn_window_loss",-175.697005973877,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Jun",7e-04
"640",6,"vn_window_gain",159.306340002582,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Jun",6e-04
"641",6,"vn_interzone_loss",-9257.9200869157,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Jun",0.0377
"642",6,"vn_interzone_gain",5985.7941869343,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Jun",0.0242
"643",7,"internal_gains",32493.0342934543,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Jul",0.1244
"644",7,"cooling",-233125.391874544,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Jul",0.8984
"645",7,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Jul",0
"646",7,"vn_window_loss",-176.80275003969,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Jul",7e-04
"647",7,"vn_window_gain",152.767375237183,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Jul",6e-04
"648",7,"vn_interzone_loss",-10149.78197861,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Jul",0.0391
"649",7,"vn_interzone_gain",6426.61884040183,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Jul",0.0246
"650",8,"internal_gains",32482.3378530954,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Aug",0.116
"651",8,"cooling",-247193.720273812,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Aug",0.889
"652",8,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Aug",0
"653",8,"vn_window_loss",-160.593946305248,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Aug",6e-04
"654",8,"vn_window_gain",190.011840949616,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Aug",7e-04
"655",8,"vn_interzone_loss",-12386.2626276828,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Aug",0.0445
"656",8,"vn_interzone_gain",6694.65791610746,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Aug",0.0239
"657",9,"internal_gains",31430.1427128828,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Sep",0.1121
"658",9,"cooling",-248037.520019383,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Sep",0.8903
"659",9,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Sep",0
"660",9,"vn_window_loss",-186.480827194464,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Sep",7e-04
"661",9,"vn_window_gain",223.031867243042,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Sep",8e-04
"662",9,"vn_interzone_loss",-13014.6636549032,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Sep",0.0467
"663",9,"vn_interzone_gain",6690.89019634249,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Sep",0.0239
"664",10,"internal_gains",32476.1707348252,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Oct",0.1108
"665",10,"cooling",-259458.078726609,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Oct",0.8907
"666",10,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Oct",0
"667",10,"vn_window_loss",-226.35195140215,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Oct",8e-04
"668",10,"vn_window_gain",218.16085830421,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Oct",7e-04
"669",10,"vn_interzone_loss",-14734.4454519737,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Oct",0.0506
"670",10,"vn_interzone_gain",6908.80756857763,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Oct",0.0236
"671",11,"internal_gains",31414.4168983734,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Nov",0.1027
"672",11,"cooling",-271615.58677015,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Nov",0.8938
"673",11,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Nov",0
"674",11,"vn_window_loss",-140.505719761216,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Nov",5e-04
"675",11,"vn_window_gain",265.127385796336,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Nov",9e-04
"676",11,"vn_interzone_loss",-15606.4523671222,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Nov",0.0514
"677",11,"vn_interzone_gain",7277.73547463015,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Nov",0.0238
"678",12,"internal_gains",32477.6476473805,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","internal_gains","Dec",0.1107
"679",12,"cooling",-260724.032544363,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","cooling","Dec",0.8944
"680",12,"heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","heating","Dec",0
"681",12,"vn_window_loss",-315.145253856259,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_window","Dec",0.0011
"682",12,"vn_window_gain",231.692681722119,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_window","Dec",8e-04
"683",12,"vn_interzone_loss",-14471.1621971831,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","loss","vn_interzone","Dec",0.0496
"684",12,"vn_interzone_gain",6913.92001487548,"U001_Caso01_1a7_hi_in1_1.csv","belem","DORM1","Hybrid","gain","vn_interzone","Dec",0.0236
"685",1,"none_roof_convection_gain",14707.7506393649,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","roof","Jan",0.1164
"686",1,"none_floor_convection_gain",19856.7449122765,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","floor","Jan",0.1571
"687",1,"none_intwalls_convection_gain",28133.9592302532,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","intwalls","Jan",0.2226
"688",1,"south_extwalls_convection_gain",7750.70351403441,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_extwalls","Jan",0.0613
"689",1,"east_extwalls_convection_gain",15206.8186947878,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","east_extwalls","Jan",0.1203
"690",1,"south_windows_convection_gain",3.74148455017316,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_windows","Jan",0
"691",2,"none_roof_convection_gain",11846.3361069073,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","roof","Feb",0.1183
"692",2,"none_floor_convection_gain",16287.2087394396,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","floor","Feb",0.1627
"693",2,"none_intwalls_convection_gain",21586.4680325551,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","intwalls","Feb",0.2156
"694",2,"south_extwalls_convection_gain",3792.73875656463,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_extwalls","Feb",0.0379
"695",2,"east_extwalls_convection_gain",13689.3745892829,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","east_extwalls","Feb",0.1367
"696",2,"south_windows_convection_gain",0.0641065550650359,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_windows","Feb",0
"697",3,"none_roof_convection_gain",8495.32972778833,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","roof","Mar",0.131
"698",3,"none_floor_convection_gain",8358.12028893594,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","floor","Mar",0.1289
"699",3,"none_intwalls_convection_gain",12962.5112825663,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","intwalls","Mar",0.1998
"700",3,"south_extwalls_convection_gain",291.076853301741,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_extwalls","Mar",0.0045
"701",3,"east_extwalls_convection_gain",12528.4527037089,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","east_extwalls","Mar",0.1931
"702",3,"south_windows_convection_gain",0,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_windows","Mar",0
"703",4,"none_roof_convection_gain",8701.86876423733,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","roof","Apr",0.1307
"704",4,"none_floor_convection_gain",8260.31776919126,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","floor","Apr",0.1241
"705",4,"none_intwalls_convection_gain",14262.1457499568,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","intwalls","Apr",0.2143
"706",4,"south_extwalls_convection_gain",71.7320008461634,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_extwalls","Apr",0.0011
"707",4,"east_extwalls_convection_gain",12524.1123664674,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","east_extwalls","Apr",0.1882
"708",4,"south_windows_convection_gain",0,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","south_windows","Apr",0
"709",5,"none_roof_convection_gain",12758.1460260005,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","roof","May",0.1133
"710",5,"none_floor_convection_gain",16601.6490727128,"U001_Caso01_1a7_vn_nbr_1.csv","belem","DORM1","Natural Ventilation","gain","floor","May",0.1475
